numbers,pokedex_number,name,hp,attack,defense,sp_attack,sp_defense,speed,generation,is_legendary,icon,type1,type2,height_m,weight_kgs
593,514,Simisear,75,98,63,98,63,101,5,False,http://cdn.bulbagarden.net/upload/0/00/514MS.png,Fire,,1.0,28.0
594,515,Panpour,50,53,48,53,48,64,5,False,http://cdn.bulbagarden.net/upload/9/91/515MS.png,Water,,0.6,13.5
595,516,Simipour,75,98,63,98,63,101,5,False,http://cdn.bulbagarden.net/upload/1/19/516MS.png,Water,,1.0,29.0
596,517,Munna,76,25,45,67,55,24,5,False,http://cdn.bulbagarden.net/upload/f/f2/517MS.png,Psychic,,0.6,23.3
597,518,Musharna,116,55,85,107,95,29,5,False,http://cdn.bulbagarden.net/upload/3/3e/518MS.png,Psychic,,1.1,60.5
598,519,Pidove,50,55,50,36,30,43,5,False,http://cdn.bulbagarden.net/upload/a/a9/519MS.png,Normal,Flying,0.3,2.1
599,520,Tranquill,62,77,62,50,42,65,5,False,http://cdn.bulbagarden.net/upload/9/90/520MS.png,Normal,Flying,0.6,15.0
600,521,Unfezant,80,115,80,65,55,93,5,False,http://cdn.bulbagarden.net/upload/a/a9/521MS.png,Normal,Flying,1.2,29.0
601,522,Blitzle,45,60,32,50,32,76,5,False,http://cdn.bulbagarden.net/upload/5/58/522MS.png,Electric,,0.8,29.8
602,523,Zebstrika,75,100,63,80,63,116,5,False,http://cdn.bulbagarden.net/upload/d/d7/523MS.png,Electric,,1.6,79.5
603,524,Roggenrola,55,75,85,25,25,15,5,False,http://cdn.bulbagarden.net/upload/6/62/524MS.png,Rock,,0.4,18.0
604,525,Boldore,70,105,105,50,40,20,5,False,http://cdn.bulbagarden.net/upload/2/25/525MS.png,Rock,,0.9,102.0
605,526,Gigalith,85,135,130,60,80,25,5,False,http://cdn.bulbagarden.net/upload/5/53/526MS.png,Rock,,1.7,260.0
606,527,Woobat,65,45,43,55,43,72,5,False,http://cdn.bulbagarden.net/upload/8/8d/527MS.png,Psychic,Flying,0.4,2.1
607,528,Swoobat,67,57,55,77,55,114,5,False,http://cdn.bulbagarden.net/upload/d/de/528MS.png,Psychic,Flying,0.9,10.5
608,529,Drilbur,60,85,40,30,45,68,5,False,http://cdn.bulbagarden.net/upload/0/0a/529MS.png,Ground,,0.3,8.5
609,530,Excadrill,110,135,60,50,65,88,5,False,http://cdn.bulbagarden.net/upload/7/71/530MS.png,Ground,Steel,0.7,40.4
610,531,Audino,103,60,86,60,86,50,5,False,http://cdn.bulbagarden.net/upload/a/a5/531MS.png,Normal,,1.1,31.0
611,531,Audino (Mega Audino),103,60,126,80,126,50,5,False,https://cdn.bulbagarden.net/upload/0/01/531MMS.png,Normal,Fairy,1.5,32.0
612,532,Timburr,75,80,55,25,35,35,5,False,http://cdn.bulbagarden.net/upload/8/80/532MS.png,Fighting,,0.6,12.5
613,533,Gurdurr,85,105,85,40,50,40,5,False,http://cdn.bulbagarden.net/upload/2/2d/533MS.png,Fighting,,1.2,40.0
614,534,Conkeldurr,105,140,95,55,65,45,5,False,http://cdn.bulbagarden.net/upload/8/8b/534MS.png,Fighting,,1.4,87.0
615,535,Tympole,50,50,40,50,40,64,5,False,http://cdn.bulbagarden.net/upload/0/0e/535MS.png,Water,,0.5,4.5
616,536,Palpitoad,75,65,55,65,55,69,5,False,http://cdn.bulbagarden.net/upload/2/2a/536MS.png,Water,Ground,0.8,17.0
617,537,Seismitoad,105,95,75,85,75,74,5,False,http://cdn.bulbagarden.net/upload/9/95/537MS.png,Water,Ground,1.5,62.0
618,538,Throh,120,100,85,30,85,45,5,False,http://cdn.bulbagarden.net/upload/7/73/538MS.png,Fighting,,1.3,55.5
619,539,Sawk,75,125,75,30,75,85,5,False,http://cdn.bulbagarden.net/upload/8/82/539MS.png,Fighting,,1.4,51.0
620,540,Sewaddle,45,53,70,40,60,42,5,False,http://cdn.bulbagarden.net/upload/9/97/540MS.png,Bug,Grass,0.3,2.5
621,541,Swadloon,55,63,90,50,80,42,5,False,http://cdn.bulbagarden.net/upload/a/ab/541MS.png,Bug,Grass,0.5,7.3
622,542,Leavanny,75,103,80,70,80,92,5,False,http://cdn.bulbagarden.net/upload/2/2d/542MS.png,Bug,Grass,1.2,20.5
623,543,Venipede,30,45,59,30,39,57,5,False,http://cdn.bulbagarden.net/upload/2/2c/543MS.png,Bug,Poison,0.4,5.3
624,544,Whirlipede,40,55,99,40,79,47,5,False,http://cdn.bulbagarden.net/upload/b/ba/544MS.png,Bug,Poison,1.2,58.5
625,545,Scolipede,60,100,89,55,69,112,5,False,http://cdn.bulbagarden.net/upload/d/d3/545MS.png,Bug,Poison,2.5,200.5
626,546,Cottonee,40,27,60,37,50,66,5,False,http://cdn.bulbagarden.net/upload/a/ac/546MS.png,Grass,Fairy,0.3,0.6
627,547,Whimsicott,60,67,85,77,75,116,5,False,http://cdn.bulbagarden.net/upload/1/1c/547MS.png,Grass,Fairy,0.7,6.6
628,548,Petilil,45,35,50,70,50,30,5,False,http://cdn.bulbagarden.net/upload/d/d4/548MS.png,Grass,,0.5,6.6
629,549,Lilligant,70,60,75,110,75,90,5,False,http://cdn.bulbagarden.net/upload/d/d1/549MS.png,Grass,,1.1,16.3
630,550,Basculin,70,92,65,80,55,98,5,False,http://cdn.bulbagarden.net/upload/a/a7/550MS.png,Water,,1.0,18.0
631,551,Sandile,50,72,35,35,35,65,5,False,http://cdn.bulbagarden.net/upload/1/1a/551MS.png,Ground,Dark,0.7,15.2
632,552,Krokorok,60,82,45,45,45,74,5,False,http://cdn.bulbagarden.net/upload/c/cd/552MS.png,Ground,Dark,1.0,33.4
633,553,Krookodile,95,117,80,65,70,92,5,False,http://cdn.bulbagarden.net/upload/f/fe/553MS.png,Ground,Dark,1.5,96.3
634,554,Darumaka,70,90,45,15,45,50,5,False,http://cdn.bulbagarden.net/upload/8/8f/554MS.png,Fire,,0.6,37.5
635,555,Darmanitan (Standard Mode),105,140,55,30,55,95,5,False,http://cdn.bulbagarden.net/upload/5/52/555MS.png,Fire,,1.3,92.9
636,555,Darmanitan (Zen Mode),105,30,105,140,105,55,5,False,https://cdn.bulbagarden.net/upload/6/66/555ZMS.png,Fire,Psychic,1.3,92.9
637,556,Maractus,75,86,67,106,67,60,5,False,http://cdn.bulbagarden.net/upload/f/f2/556MS.png,Grass,,1.0,28.0
638,557,Dwebble,50,65,85,35,35,55,5,False,http://cdn.bulbagarden.net/upload/9/9e/557MS.png,Bug,Rock,0.3,14.5
639,558,Crustle,70,105,125,65,75,45,5,False,http://cdn.bulbagarden.net/upload/e/e3/558MS.png,Bug,Rock,1.4,200.0
640,559,Scraggy,50,75,70,35,70,48,5,False,http://cdn.bulbagarden.net/upload/0/09/559MS.png,Dark,Fighting,0.6,11.8
641,560,Scrafty,65,90,115,45,115,58,5,False,http://cdn.bulbagarden.net/upload/a/a3/560MS.png,Dark,Fighting,1.1,30.0
642,561,Sigilyph,72,58,80,103,80,97,5,False,http://cdn.bulbagarden.net/upload/7/76/561MS.png,Psychic,Flying,1.4,14.0
643,562,Yamask,38,30,85,55,65,30,5,False,http://cdn.bulbagarden.net/upload/a/a9/562MS.png,Ghost,,0.5,1.5
644,563,Cofagrigus,58,50,145,95,105,30,5,False,http://cdn.bulbagarden.net/upload/9/9b/563MS.png,Ghost,,1.7,76.5
645,564,Tirtouga,54,78,103,53,45,22,5,False,http://cdn.bulbagarden.net/upload/f/f7/564MS.png,Water,Rock,0.7,16.5
646,565,Carracosta,74,108,133,83,65,32,5,False,http://cdn.bulbagarden.net/upload/a/a3/565MS.png,Water,Rock,1.2,81.0
647,566,Archen,55,112,45,74,45,70,5,False,http://cdn.bulbagarden.net/upload/8/8a/566MS.png,Rock,Flying,0.5,9.5
648,567,Archeops,75,140,65,112,65,110,5,False,http://cdn.bulbagarden.net/upload/a/a9/567MS.png,Rock,Flying,1.4,32.0
649,568,Trubbish,50,50,62,40,62,65,5,False,http://cdn.bulbagarden.net/upload/d/d8/568MS.png,Poison,,0.6,31.0
650,569,Garbodor,80,95,82,60,82,75,5,False,http://cdn.bulbagarden.net/upload/2/2e/569MS.png,Poison,,1.9,107.3
651,570,Zorua,40,65,40,80,40,65,5,False,http://cdn.bulbagarden.net/upload/d/d5/570MS.png,Dark,,0.7,12.5
652,571,Zoroark,60,105,60,120,60,105,5,False,http://cdn.bulbagarden.net/upload/b/bd/571MS.png,Dark,,1.6,81.1
653,572,Minccino,55,50,40,40,40,75,5,False,http://cdn.bulbagarden.net/upload/b/b7/572MS.png,Normal,,0.4,5.8
654,573,Cinccino,75,95,60,65,60,115,5,False,http://cdn.bulbagarden.net/upload/8/82/573MS.png,Normal,,0.5,7.5
655,574,Gothita,45,30,50,55,65,45,5,False,http://cdn.bulbagarden.net/upload/5/57/574MS.png,Psychic,,0.4,5.8
656,575,Gothorita,60,45,70,75,85,55,5,False,http://cdn.bulbagarden.net/upload/7/75/575MS.png,Psychic,,0.7,18.0
657,576,Gothitelle,70,55,95,95,110,65,5,False,http://cdn.bulbagarden.net/upload/b/be/576MS.png,Psychic,,1.5,44.0
658,577,Solosis,45,30,40,105,50,20,5,False,http://cdn.bulbagarden.net/upload/7/7e/577MS.png,Psychic,,0.3,1.0
659,578,Duosion,65,40,50,125,60,30,5,False,http://cdn.bulbagarden.net/upload/6/64/578MS.png,Psychic,,0.6,8.0
660,579,Reuniclus,110,65,75,125,85,30,5,False,http://cdn.bulbagarden.net/upload/7/77/579MS.png,Psychic,,1.0,20.1
661,580,Ducklett,62,44,50,44,50,55,5,False,http://cdn.bulbagarden.net/upload/e/e7/580MS.png,Water,Flying,0.5,5.5
662,581,Swanna,75,87,63,87,63,98,5,False,http://cdn.bulbagarden.net/upload/e/e8/581MS.png,Water,Flying,1.3,24.2
663,582,Vanillite,36,50,50,65,60,44,5,False,http://cdn.bulbagarden.net/upload/5/51/582MS.png,Ice,,0.4,5.7
664,583,Vanillish,51,65,65,80,75,59,5,False,http://cdn.bulbagarden.net/upload/7/70/583MS.png,Ice,,1.1,41.0
665,584,Vanilluxe,71,95,85,110,95,79,5,False,http://cdn.bulbagarden.net/upload/8/83/584MS.png,Ice,,1.3,57.5
666,585,Deerling,60,60,50,40,50,75,5,False,http://cdn.bulbagarden.net/upload/d/d9/585MS.png,Normal,Grass,0.6,19.5
667,586,Sawsbuck,80,100,70,60,70,95,5,False,http://cdn.bulbagarden.net/upload/6/64/586MS.png,Normal,Grass,1.9,92.5
668,587,Emolga,55,75,60,75,60,103,5,False,http://cdn.bulbagarden.net/upload/9/95/587MS.png,Electric,Flying,0.4,5.0
669,588,Karrablast,50,75,45,40,45,60,5,False,http://cdn.bulbagarden.net/upload/c/ca/588MS.png,Bug,,0.5,5.9
670,589,Escavalier,70,135,105,60,105,20,5,False,http://cdn.bulbagarden.net/upload/0/0e/589MS.png,Bug,Steel,1.0,33.0
671,590,Foongus,69,55,45,55,55,15,5,False,http://cdn.bulbagarden.net/upload/8/88/590MS.png,Grass,Poison,0.2,1.0
672,591,Amoonguss,114,85,70,85,80,30,5,False,http://cdn.bulbagarden.net/upload/2/23/591MS.png,Grass,Poison,0.6,10.5
673,592,Frillish,55,40,50,65,85,40,5,False,http://cdn.bulbagarden.net/upload/0/09/592MS.png,Water,Ghost,1.2,33.0
674,593,Jellicent,100,60,70,85,105,60,5,False,http://cdn.bulbagarden.net/upload/7/71/593MS.png,Water,Ghost,2.2,135.0
675,594,Alomomola,165,75,80,40,45,65,5,False,http://cdn.bulbagarden.net/upload/5/5a/594MS.png,Water,,1.2,31.6
676,595,Joltik,50,47,50,57,50,65,5,False,http://cdn.bulbagarden.net/upload/f/f3/595MS.png,Bug,Electric,0.1,0.6
677,596,Galvantula,70,77,60,97,60,108,5,False,http://cdn.bulbagarden.net/upload/c/c4/596MS.png,Bug,Electric,0.8,14.3
678,597,Ferroseed,44,50,91,24,86,10,5,False,http://cdn.bulbagarden.net/upload/b/b2/597MS.png,Grass,Steel,0.6,18.8
679,598,Ferrothorn,74,94,131,54,116,20,5,False,http://cdn.bulbagarden.net/upload/9/9e/598MS.png,Grass,Steel,1.0,110.0
680,599,Klink,40,55,70,45,60,30,5,False,http://cdn.bulbagarden.net/upload/6/61/599MS.png,Steel,,0.3,21.0
681,600,Klang,60,80,95,70,85,50,5,False,http://cdn.bulbagarden.net/upload/3/3a/600MS.png,Steel,,0.6,51.0
682,601,Klinklang,60,100,115,70,85,90,5,False,http://cdn.bulbagarden.net/upload/2/25/601MS.png,Steel,,0.6,81.0
683,602,Tynamo,35,55,40,45,40,60,5,False,http://cdn.bulbagarden.net/upload/e/e1/602MS.png,Electric,,0.2,0.3
684,603,Eelektrik,65,85,70,75,70,40,5,False,http://cdn.bulbagarden.net/upload/c/cb/603MS.png,Electric,,1.2,22.0
685,604,Eelektross,85,115,80,105,80,50,5,False,http://cdn.bulbagarden.net/upload/0/0f/604MS.png,Electric,,2.1,80.5
686,605,Elgyem,55,55,55,85,55,30,5,False,http://cdn.bulbagarden.net/upload/6/6f/605MS.png,Psychic,,0.5,9.0
687,606,Beheeyem,75,75,75,125,95,40,5,False,http://cdn.bulbagarden.net/upload/5/53/606MS.png,Psychic,,1.0,34.5
688,607,Litwick,50,30,55,65,55,20,5,False,http://cdn.bulbagarden.net/upload/7/7c/607MS.png,Ghost,Fire,0.3,3.1
689,608,Lampent,60,40,60,95,60,55,5,False,http://cdn.bulbagarden.net/upload/0/04/608MS.png,Ghost,Fire,0.6,13.0
690,609,Chandelure,60,55,90,145,90,80,5,False,http://cdn.bulbagarden.net/upload/3/39/609MS.png,Ghost,Fire,1.0,34.3
691,610,Axew,46,87,60,30,40,57,5,False,http://cdn.bulbagarden.net/upload/0/0c/610MS.png,Dragon,,0.6,18.0
692,611,Fraxure,66,117,70,40,50,67,5,False,http://cdn.bulbagarden.net/upload/1/1d/611MS.png,Dragon,,1.0,36.0
693,612,Haxorus,76,147,90,60,70,97,5,False,http://cdn.bulbagarden.net/upload/5/5d/612MS.png,Dragon,,1.8,105.5
694,613,Cubchoo,55,70,40,60,40,40,5,False,http://cdn.bulbagarden.net/upload/f/fe/613MS.png,Ice,,0.5,8.5
695,614,Beartic,95,130,80,70,80,50,5,False,http://cdn.bulbagarden.net/upload/f/f9/614MS.png,Ice,,2.6,260.0
696,615,Cryogonal,80,50,50,95,135,105,5,False,http://cdn.bulbagarden.net/upload/d/d9/615MS.png,Ice,,1.1,148.0
697,616,Shelmet,50,40,85,40,65,25,5,False,http://cdn.bulbagarden.net/upload/d/da/616MS.png,Bug,,0.4,7.7
698,617,Accelgor,80,70,40,100,60,145,5,False,http://cdn.bulbagarden.net/upload/3/33/617MS.png,Bug,,0.8,25.3
699,618,Stunfisk,109,66,84,81,99,32,5,False,http://cdn.bulbagarden.net/upload/3/31/618MS.png,Ground,Electric,0.7,11.0
700,619,Mienfoo,45,85,50,55,50,65,5,False,http://cdn.bulbagarden.net/upload/a/a9/619MS.png,Fighting,,0.9,20.0
701,620,Mienshao,65,125,60,95,60,105,5,False,http://cdn.bulbagarden.net/upload/e/e4/620MS.png,Fighting,,1.4,35.5
702,621,Druddigon,77,120,90,60,90,48,5,False,http://cdn.bulbagarden.net/upload/5/53/621MS.png,Dragon,,1.6,139.0
703,622,Golett,59,74,50,35,50,35,5,False,http://cdn.bulbagarden.net/upload/3/3b/622MS.png,Ground,Ghost,1.0,92.0
704,623,Golurk,89,124,80,55,80,55,5,False,http://cdn.bulbagarden.net/upload/8/85/623MS.png,Ground,Ghost,2.8,330.0
705,624,Pawniard,45,85,70,40,40,60,5,False,http://cdn.bulbagarden.net/upload/5/59/624MS.png,Dark,Steel,0.5,10.2
706,625,Bisharp,65,125,100,60,70,70,5,False,http://cdn.bulbagarden.net/upload/3/3e/625MS.png,Dark,Steel,1.6,70.0
707,626,Bouffalant,95,110,95,40,95,55,5,False,http://cdn.bulbagarden.net/upload/0/01/626MS.png,Normal,,1.6,94.6
708,627,Rufflet,70,83,50,37,50,60,5,False,http://cdn.bulbagarden.net/upload/e/e5/627MS.png,Normal,Flying,0.5,10.5
709,628,Braviary,100,123,75,57,75,80,5,False,http://cdn.bulbagarden.net/upload/5/54/628MS.png,Normal,Flying,1.5,41.0
710,629,Vullaby,70,55,75,45,65,60,5,False,http://cdn.bulbagarden.net/upload/2/2f/629MS.png,Dark,Flying,0.5,9.0
711,630,Mandibuzz,110,65,105,55,95,80,5,False,http://cdn.bulbagarden.net/upload/f/f7/630MS.png,Dark,Flying,1.2,39.5
712,631,Heatmor,85,97,66,105,66,65,5,False,http://cdn.bulbagarden.net/upload/e/e2/631MS.png,Fire,,1.4,58.0
713,632,Durant,58,109,112,48,48,109,5,False,http://cdn.bulbagarden.net/upload/a/a4/632MS.png,Bug,Steel,0.3,33.0
714,633,Deino,52,65,50,45,50,38,5,False,http://cdn.bulbagarden.net/upload/3/39/633MS.png,Dark,Dragon,0.8,17.3
715,634,Zweilous,72,85,70,65,70,58,5,False,http://cdn.bulbagarden.net/upload/6/69/634MS.png,Dark,Dragon,1.4,50.0
716,635,Hydreigon,92,105,90,125,90,98,5,False,http://cdn.bulbagarden.net/upload/8/83/635MS.png,Dark,Dragon,1.8,160.0
717,636,Larvesta,55,85,55,50,55,60,5,False,http://cdn.bulbagarden.net/upload/0/09/636MS.png,Bug,Fire,1.1,28.8
718,637,Volcarona,85,60,65,135,105,100,5,False,http://cdn.bulbagarden.net/upload/7/78/637MS.png,Bug,Fire,1.6,46.0
719,638,Cobalion,91,90,129,90,72,108,5,True,http://cdn.bulbagarden.net/upload/3/36/638MS.png,Steel,Fighting,2.1,250.0
720,639,Terrakion,91,129,90,72,90,108,5,True,http://cdn.bulbagarden.net/upload/5/5d/639MS.png,Rock,Fighting,1.9,260.0
721,640,Virizion,91,90,72,90,129,108,5,True,http://cdn.bulbagarden.net/upload/6/60/640MS.png,Grass,Fighting,2.0,200.0
722,641,Tornadus (Incarnate Forme),79,115,70,125,80,111,5,True,http://cdn.bulbagarden.net/upload/1/13/641MS.png,Flying,,1.5,63.0
723,641,Tornadus (Therian Forme),79,100,80,110,90,121,5,True,https://cdn.bulbagarden.net/upload/3/33/641TMS.png,Flying,,1.4,63.0
724,642,Thundurus (Incarnate Forme),79,115,70,125,80,111,5,True,http://cdn.bulbagarden.net/upload/b/b4/642MS.png,Electric,Flying,1.5,61.0
725,642,Thundurus (Therian Forme),79,105,70,145,80,101,5,True,https://cdn.bulbagarden.net/upload/7/73/642TMS.png,Electric,Flying,3.0,61.0
726,643,Reshiram,100,120,100,150,120,90,5,True,http://cdn.bulbagarden.net/upload/0/03/643MS.png,Dragon,Fire,3.2,330.0
727,644,Zekrom,100,150,120,120,100,90,5,True,http://cdn.bulbagarden.net/upload/b/b2/644MS.png,Dragon,Electric,2.9,345.0
728,645,Landorus (Incarnate Forme),89,125,90,115,80,101,5,True,http://cdn.bulbagarden.net/upload/a/a4/645MS.png,Ground,Flying,1.5,68.0
729,645,Landorus (Therian Forme),89,145,90,105,80,91,5,True,https://cdn.bulbagarden.net/upload/f/f9/645TMS.png,Ground,Flying,1.3,68.0
731,646,Kyurem (Black Kyurem),125,170,100,120,90,95,5,True,https://cdn.bulbagarden.net/upload/c/c0/646BMS.png,Dragon,Ice,3.3,325.0
732,646,Kyurem (Normal Kyurem),125,130,90,130,90,95,5,True,http://cdn.bulbagarden.net/upload/1/12/646MS.png,Dragon,Ice,3.0,325.0
730,646,Kyurem (White Kyurem),125,120,90,170,100,95,5,True,https://cdn.bulbagarden.net/upload/7/74/646WMS.png,Dragon,Ice,3.6,325.0
733,647,Keldeo,91,72,90,129,90,108,5,True,http://cdn.bulbagarden.net/upload/7/78/647MS.png,Water,Fighting,1.4,48.5
735,648,Meloetta (Aria Forme),100,77,77,128,128,90,5,True,http://cdn.bulbagarden.net/upload/1/1f/648MS.png,Normal,Psychic,0.6,6.5
734,648,Meloetta (Pirouette Forme),100,128,90,77,77,128,5,True,https://cdn.bulbagarden.net/upload/9/93/648PMS.png,Normal,Fighting,0.6,6.5
736,649,Genesect,71,120,95,120,95,99,5,True,http://cdn.bulbagarden.net/upload/1/17/649MS.png,Bug,Steel,1.5,82.5
737,650,Chespin,56,61,65,48,45,38,6,False,http://cdn.bulbagarden.net/upload/6/67/650MS.png,Grass,,0.4,9.0
738,651,Quilladin,61,78,95,56,58,57,6,False,http://cdn.bulbagarden.net/upload/b/bf/651MS.png,Grass,,0.7,29.0
739,652,Chesnaught,88,107,122,74,75,64,6,False,http://cdn.bulbagarden.net/upload/1/1c/652MS.png,Grass,Fighting,1.6,90.0
740,653,Fennekin,40,45,40,62,60,60,6,False,http://cdn.bulbagarden.net/upload/f/f9/653MS.png,Fire,,0.4,9.4
741,654,Braixen,59,59,58,90,70,73,6,False,http://cdn.bulbagarden.net/upload/6/62/654MS.png,Fire,,1.0,14.5
742,655,Delphox,75,69,72,114,100,104,6,False,http://cdn.bulbagarden.net/upload/f/f8/655MS.png,Fire,Psychic,1.5,39.0
743,656,Froakie,41,56,40,62,44,71,6,False,http://cdn.bulbagarden.net/upload/d/d4/656MS.png,Water,,0.3,7.0
744,657,Frogadier,54,63,52,83,56,97,6,False,http://cdn.bulbagarden.net/upload/1/15/657MS.png,Water,,0.6,10.9
746,658,Greninja,72,95,67,103,71,122,6,False,http://cdn.bulbagarden.net/upload/8/87/658MS.png,Water,Dark,1.5,40.0
745,658,Greninja (Ash-Greninja),72,145,67,153,71,132,6,False,https://cdn.bulbagarden.net/upload/f/f1/658AMS.png,Water,Dark,1.5,40.0
747,659,Bunnelby,38,36,38,32,36,57,6,False,http://cdn.bulbagarden.net/upload/e/e2/659MS.png,Normal,,0.4,5.0
748,660,Diggersby,85,56,77,50,77,78,6,False,http://cdn.bulbagarden.net/upload/0/05/660MS.png,Normal,Ground,1.0,42.4
749,661,Fletchling,45,50,43,40,38,62,6,False,http://cdn.bulbagarden.net/upload/9/9c/661MS.png,Normal,Flying,0.3,1.7
750,662,Fletchinder,62,73,55,56,52,84,6,False,http://cdn.bulbagarden.net/upload/5/56/662MS.png,Fire,Flying,0.7,16.0
751,663,Talonflame,78,81,71,74,69,126,6,False,http://cdn.bulbagarden.net/upload/8/81/663MS.png,Fire,Flying,1.2,24.5
752,664,Scatterbug,38,35,40,27,25,35,6,False,http://cdn.bulbagarden.net/upload/e/e0/664MS.png,Bug,,0.3,2.5
753,665,Spewpa,45,22,60,27,30,29,6,False,http://cdn.bulbagarden.net/upload/8/8e/665MS.png,Bug,,0.3,8.4
754,666,Vivillon,80,52,50,90,50,89,6,False,http://cdn.bulbagarden.net/upload/c/c5/666MS.png,Bug,Flying,1.2,17.0
755,667,Litleo,62,50,58,73,54,72,6,False,http://cdn.bulbagarden.net/upload/8/80/667MS.png,Fire,Normal,0.6,13.5
756,668,Pyroar,86,68,72,109,66,106,6,False,http://cdn.bulbagarden.net/upload/0/0c/668MS.png,Fire,Normal,1.5,81.5
757,669,Flabébé,44,38,39,61,79,42,6,False,http://cdn.bulbagarden.net/upload/3/38/669MS.png,Fairy,,0.1,0.1
758,670,Floette,74,65,67,125,128,92,6,False,http://cdn.bulbagarden.net/upload/0/04/670MS.png,Fairy,,0.2,0.9
759,671,Florges,78,65,68,112,154,75,6,False,http://cdn.bulbagarden.net/upload/e/ea/671MS.png,Fairy,,1.1,10.0
760,672,Skiddo,66,65,48,62,57,52,6,False,http://cdn.bulbagarden.net/upload/0/04/672MS.png,Grass,,0.9,31.0
761,673,Gogoat,123,100,62,97,81,68,6,False,http://cdn.bulbagarden.net/upload/7/71/673MS.png,Grass,,1.7,91.0
762,674,Pancham,67,82,62,46,48,43,6,False,http://cdn.bulbagarden.net/upload/f/f8/674MS.png,Fighting,,0.6,8.0
763,675,Pangoro,95,124,78,69,71,58,6,False,http://cdn.bulbagarden.net/upload/3/39/675MS.png,Fighting,Dark,2.1,136.0
764,676,Furfrou,75,80,60,65,90,102,6,False,http://cdn.bulbagarden.net/upload/c/c4/676MS.png,Normal,,1.2,28.0
765,677,Espurr,62,48,54,63,60,68,6,False,http://cdn.bulbagarden.net/upload/2/21/677MS.png,Psychic,,0.3,3.5
766,678,Meowstic,74,48,76,83,81,104,6,False,http://cdn.bulbagarden.net/upload/7/70/678MS.png,Psychic,,0.6,8.5
767,679,Honedge,45,80,100,35,37,28,6,False,http://cdn.bulbagarden.net/upload/0/04/679MS.png,Steel,Ghost,0.8,2.0
768,680,Doublade,59,110,150,45,49,35,6,False,http://cdn.bulbagarden.net/upload/a/a0/680MS.png,Steel,Ghost,0.8,4.5
770,681,Aegislash (Blade Forme),60,150,50,150,50,60,6,False,https://cdn.bulbagarden.net/upload/8/8b/681BMS.png,Steel,Ghost,1.7,53.0
769,681,Aegislash (Shield Forme),60,50,150,50,150,60,6,False,http://cdn.bulbagarden.net/upload/3/37/681MS.png,Steel,Ghost,1.7,53.0
771,682,Spritzee,78,52,60,63,65,23,6,False,http://cdn.bulbagarden.net/upload/4/47/682MS.png,Fairy,,0.2,0.5
772,683,Aromatisse,101,72,72,99,89,29,6,False,http://cdn.bulbagarden.net/upload/b/b3/683MS.png,Fairy,,0.8,15.5
773,684,Swirlix,62,48,66,59,57,49,6,False,http://cdn.bulbagarden.net/upload/c/c0/684MS.png,Fairy,,0.4,3.5
774,685,Slurpuff,82,80,86,85,75,72,6,False,http://cdn.bulbagarden.net/upload/c/cd/685MS.png,Fairy,,0.8,5.0
775,686,Inkay,53,54,53,37,46,45,6,False,http://cdn.bulbagarden.net/upload/6/63/686MS.png,Dark,Psychic,0.4,3.5
776,687,Malamar,86,92,88,68,75,73,6,False,http://cdn.bulbagarden.net/upload/8/89/687MS.png,Dark,Psychic,1.5,47.0
777,688,Binacle,42,52,67,39,56,50,6,False,http://cdn.bulbagarden.net/upload/7/77/688MS.png,Rock,Water,0.5,31.0
778,689,Barbaracle,72,105,115,54,86,68,6,False,http://cdn.bulbagarden.net/upload/a/aa/689MS.png,Rock,Water,1.3,96.0
779,690,Skrelp,50,60,60,60,60,30,6,False,http://cdn.bulbagarden.net/upload/4/40/690MS.png,Poison,Water,0.5,7.3
780,691,Dragalge,65,75,90,97,123,44,6,False,http://cdn.bulbagarden.net/upload/f/f0/691MS.png,Poison,Dragon,1.8,81.5
781,692,Clauncher,50,53,62,58,63,44,6,False,http://cdn.bulbagarden.net/upload/6/68/692MS.png,Water,,0.5,8.3
782,693,Clawitzer,71,73,88,120,89,59,6,False,http://cdn.bulbagarden.net/upload/d/d8/693MS.png,Water,,1.3,35.3
783,694,Helioptile,44,38,33,61,43,70,6,False,http://cdn.bulbagarden.net/upload/f/f7/694MS.png,Electric,Normal,0.5,6.0
784,695,Heliolisk,62,55,52,109,94,109,6,False,http://cdn.bulbagarden.net/upload/3/3f/695MS.png,Electric,Normal,1.0,21.0
785,696,Tyrunt,58,89,77,45,45,48,6,False,http://cdn.bulbagarden.net/upload/c/c1/696MS.png,Rock,Dragon,0.8,26.0
786,697,Tyrantrum,82,121,119,69,59,71,6,False,http://cdn.bulbagarden.net/upload/2/29/697MS.png,Rock,Dragon,2.5,270.0
787,698,Amaura,77,59,50,67,63,46,6,False,http://cdn.bulbagarden.net/upload/a/a4/698MS.png,Rock,Ice,1.3,25.2
788,699,Aurorus,123,77,72,99,92,58,6,False,http://cdn.bulbagarden.net/upload/8/8e/699MS.png,Rock,Ice,2.7,225.0
789,700,Sylveon,95,65,65,110,130,60,6,False,http://cdn.bulbagarden.net/upload/4/49/700MS.png,Fairy,,1.0,23.5
790,701,Hawlucha,78,92,75,74,63,118,6,False,http://cdn.bulbagarden.net/upload/0/04/701MS.png,Fighting,Flying,0.8,21.5
791,702,Dedenne,67,58,57,81,67,101,6,False,http://cdn.bulbagarden.net/upload/4/43/702MS.png,Electric,Fairy,0.2,2.2
